Location,Selector,Degree,Male Population,Female Population,Median Age (Male),Median Age (Female),Total Population,Population Density,Zoom Level,Top Left Degree,Bottom Right Degree,id
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(871),39.433 21.403 Degrees,280,83,35,20,363,Population Density: 567.20/sq km,6,39.429 21.406 Degrees,39.436 21.399 Degrees,871
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(872),39.533 21.450 Degrees,559,564,25,21,"1,123","Population Density: 1,754.70/sq km",6,39.530 21.453 Degrees,39.537 21.446 Degrees,872
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(873),39.440 21.396 Degrees,1363,1261,28,23,"2,624","Population Density: 4,100.00/sq km",6,39.436 21.399 Degrees,39.443 21.393 Degrees,873
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(874),39.397 21.436 Degrees,498,381,27,22,879,"Population Density: 1,373.40/sq km",6,39.393 21.440 Degrees,39.400 21.433 Degrees,874
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(875),39.425 21.410 Degrees,480,256,32,21,736,"Population Density: 1,150.00/sq km",6,39.422 21.413 Degrees,39.429 21.406 Degrees,875
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(876),39.490 21.410 Degrees,1014,613,32,25,"1,627","Population Density: 2,542.20/sq km",6,39.487 21.413 Degrees,39.494 21.406 Degrees,876
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(877),39.497 21.410 Degrees,Protected,Protected,Protected,Protected,112,Population Density: 175.00/sq km,6,39.494 21.413 Degrees,39.501 21.406 Degrees,877
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(878),39.483 21.416 Degrees,556,446,26,22,"1,002","Population Density: 1,565.60/sq km",6,39.479 21.419 Degrees,39.487 21.413 Degrees,878
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(879),39.526 21.443 Degrees,918,739,25,24,"1,657","Population Density: 2,589.10/sq km",6,39.523 21.446 Degrees,39.530 21.440 Degrees,879
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(880),39.483 21.410 Degrees,862,557,31,26,"1,419","Population Density: 2,217.20/sq km",6,39.479 21.413 Degrees,39.487 21.406 Degrees,880
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(881),39.418 21.423 Degrees,38,20,28,21,58,Population Density: 90.60/sq km,6,39.415 21.426 Degrees,39.422 21.419 Degrees,881
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(882),39.418 21.389 Degrees,212,189,26,20,401,Population Density: 626.60/sq km,6,39.415 21.393 Degrees,39.422 21.386 Degrees,882
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(883),39.404 21.423 Degrees,42,24,26,12,66,Population Density: 103.10/sq km,6,39.400 21.426 Degrees,39.407 21.419 Degrees,883
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(884),39.418 21.443 Degrees,70,35,32,13,105,Population Density: 164.10/sq km,6,39.415 21.446 Degrees,39.422 21.440 Degrees,884
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(885),39.433 21.410 Degrees,88,41,33,20,129,Population Density: 201.60/sq km,6,39.429 21.413 Degrees,39.436 21.406 Degrees,885
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(886),39.425 21.389 Degrees,146,124,26,23,270,Population Density: 421.90/sq km,6,39.422 21.393 Degrees,39.429 21.386 Degrees,886
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(887),39.497 21.423 Degrees,1103,730,30,24,"1,833","Population Density: 2,864.10/sq km",6,39.494 21.426 Degrees,39.501 21.419 Degrees,887
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(888),39.440 21.403 Degrees,1247,1058,28,24,"2,305","Population Density: 3,601.60/sq km",6,39.436 21.406 Degrees,39.443 21.399 Degrees,888
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(889),39.533 21.443 Degrees,840,749,26,23,"1,589","Population Density: 2,482.80/sq km",6,39.530 21.446 Degrees,39.537 21.440 Degrees,889
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(890),39.397 21.423 Degrees,146,104,26,26,250,Population Density: 390.60/sq km,6,39.393 21.426 Degrees,39.400 21.419 Degrees,890
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(891),39.418 21.430 Degrees,105,61,30,25,166,Population Density: 259.40/sq km,6,39.415 21.433 Degrees,39.422 21.426 Degrees,891
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(892),39.476 21.430 Degrees,53,46,30,20,99,Population Density: 154.70/sq km,6,39.472 21.433 Degrees,39.479 21.426 Degrees,892
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(893),39.468 21.403 Degrees,232,106,35,23,338,Population Density: 528.10/sq km,6,39.465 21.406 Degrees,39.472 21.399 Degrees,893
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(894),39.476 21.416 Degrees,841,695,26,21,"1,536","Population Density: 2,400.00/sq km",6,39.472 21.419 Degrees,39.479 21.413 Degrees,894
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(895),39.512 21.410 Degrees,Protected,Protected,Protected,Protected,204,Population Density: 318.80/sq km,6,39.508 21.413 Degrees,39.515 21.406 Degrees,895
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(896),39.397 21.430 Degrees,318,195,28,21,513,Population Density: 801.60/sq km,6,39.393 21.433 Degrees,39.400 21.426 Degrees,896
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(897),39.461 21.403 Degrees,32,18,34,18,50,Population Density: 78.10/sq km,6,39.458 21.406 Degrees,39.465 21.399 Degrees,897
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(898),39.411 21.430 Degrees,28,21,28,26,49,Population Density: 76.60/sq km,6,39.408 21.433 Degrees,39.415 21.426 Degrees,898
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(899),39.447 21.416 Degrees,212,154,29,22,366,Population Density: 571.90/sq km,6,39.443 21.419 Degrees,39.451 21.413 Degrees,899
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(900),39.454 21.410 Degrees,1240,1123,26,23,"2,363","Population Density: 3,692.20/sq km",6,39.451 21.413 Degrees,39.458 21.406 Degrees,900
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(901),39.526 21.450 Degrees,105,104,21,21,209,Population Density: 326.60/sq km,6,39.523 21.453 Degrees,39.530 21.446 Degrees,901
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(902),39.454 21.396 Degrees,595,424,30,22,"1,019","Population Density: 1,592.20/sq km",6,39.451 21.399 Degrees,39.458 21.393 Degrees,902
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(903),39.418 21.396 Degrees,415,357,26,22,772,"Population Density: 1,206.30/sq km",6,39.415 21.399 Degrees,39.422 21.393 Degrees,903
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(904),39.425 21.430 Degrees,Protected,Protected,Protected,Protected,36,Population Density: 56.30/sq km,6,39.422 21.433 Degrees,39.429 21.426 Degrees,904
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(905),39.440 21.416 Degrees,124,104,28,23,228,Population Density: 356.30/sq km,6,39.436 21.419 Degrees,39.443 21.413 Degrees,905
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(906),39.476 21.423 Degrees,542,470,24,21,"1,012","Population Density: 1,581.30/sq km",6,39.472 21.426 Degrees,39.479 21.419 Degrees,906
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(907),39.548 21.443 Degrees,310,172,34,25,482,Population Density: 753.10/sq km,6,39.544 21.446 Degrees,39.551 21.440 Degrees,907
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(908),39.504 21.423 Degrees,1026,180,36,23,"1,206","Population Density: 1,884.40/sq km",6,39.501 21.426 Degrees,39.508 21.419 Degrees,908
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(909),39.404 21.436 Degrees,169,81,31,19,250,Population Density: 390.60/sq km,6,39.400 21.440 Degrees,39.407 21.433 Degrees,909
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(910),39.504 21.430 Degrees,100,82,25,22,182,Population Density: 284.40/sq km,6,39.501 21.433 Degrees,39.508 21.426 Degrees,910
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(911),39.418 21.436 Degrees,47,39,21,24,86,Population Density: 134.40/sq km,6,39.415 21.440 Degrees,39.422 21.433 Degrees,911
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(912),39.411 21.416 Degrees,162,106,28,27,268,Population Density: 418.80/sq km,6,39.408 21.419 Degrees,39.415 21.413 Degrees,912
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(913),39.397 21.443 Degrees,931,565,29,23,"1,496","Population Density: 2,337.50/sq km",6,39.393 21.446 Degrees,39.400 21.440 Degrees,913
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(914),39.404 21.416 Degrees,121,100,33,18,221,Population Density: 345.30/sq km,6,39.400 21.419 Degrees,39.407 21.413 Degrees,914
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(915),39.389 21.443 Degrees,947,793,25,23,"1,740","Population Density: 2,718.80/sq km",6,39.386 21.446 Degrees,39.393 21.440 Degrees,915
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(916),39.382 21.403 Degrees,34,27,27,25,61,Population Density: 95.30/sq km,6,39.379 21.406 Degrees,39.386 21.399 Degrees,916
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(917),39.404 21.443 Degrees,33,23,29,19,56,Population Density: 87.50/sq km,6,39.400 21.446 Degrees,39.407 21.440 Degrees,917
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(918),39.483 21.403 Degrees,88,67,28,23,155,Population Density: 242.20/sq km,6,39.479 21.406 Degrees,39.487 21.399 Degrees,918
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(919),39.425 21.396 Degrees,1143,980,25,22,"2,123","Population Density: 3,317.20/sq km",6,39.422 21.399 Degrees,39.429 21.393 Degrees,919
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(920),39.404 21.450 Degrees,608,535,23,22,"1,143","Population Density: 1,785.90/sq km",6,39.400 21.453 Degrees,39.407 21.446 Degrees,920
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(921),39.433 21.396 Degrees,871,808,26,22,"1,679","Population Density: 2,623.40/sq km",6,39.429 21.399 Degrees,39.436 21.393 Degrees,921
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(922),39.418 21.376 Degrees,Protected,Protected,Protected,Protected,40,Population Density: 62.50/sq km,6,39.415 21.379 Degrees,39.422 21.372 Degrees,922
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(923),39.382 21.443 Degrees,321,279,27,22,600,Population Density: 937.50/sq km,6,39.379 21.446 Degrees,39.386 21.440 Degrees,923
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(924),39.519 21.450 Degrees,71,66,28,25,137,Population Density: 214.10/sq km,6,39.515 21.453 Degrees,39.523 21.446 Degrees,924
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(925),39.519 21.436 Degrees,176,149,24,23,325,Population Density: 507.80/sq km,6,39.515 21.440 Degrees,39.523 21.433 Degrees,925
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(926),39.476 21.403 Degrees,Protected,Protected,Protected,Protected,38,Population Density: 59.40/sq km,6,39.472 21.406 Degrees,39.479 21.399 Degrees,926
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(927),39.447 21.389 Degrees,275,243,21,21,518,Population Density: 809.40/sq km,6,39.443 21.393 Degrees,39.451 21.386 Degrees,927
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(928),39.454 21.403 Degrees,1972,1100,33,24,"3,072","Population Density: 4,800.00/sq km",6,39.451 21.406 Degrees,39.458 21.399 Degrees,928
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(929),39.325 21.443 Degrees,1983,1761,26,23,"3,744","Population Density: 5,850.00/sq km",6,39.321 21.446 Degrees,39.328 21.440 Degrees,929
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(930),39.318 21.443 Degrees,3686,2815,30,27,"6,501","Population Density: 10,157.80/sq km",6,39.314 21.446 Degrees,39.321 21.440 Degrees,930
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(931),39.318 21.436 Degrees,580,484,30,26,"1,064","Population Density: 1,662.50/sq km",6,39.314 21.440 Degrees,39.321 21.433 Degrees,931
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(932),39.303 21.369 Degrees,57,30,31,28,87,Population Density: 135.90/sq km,6,39.300 21.372 Degrees,39.307 21.366 Degrees,932
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(933),39.289 21.430 Degrees,342,292,29,28,634,Population Density: 990.60/sq km,6,39.285 21.433 Degrees,39.293 21.426 Degrees,933
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(934),39.282 21.423 Degrees,2969,2448,29,27,"5,417","Population Density: 8,464.10/sq km",6,39.278 21.426 Degrees,39.285 21.419 Degrees,934
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(935),39.296 21.389 Degrees,3294,2514,27,23,"5,808","Population Density: 9,075.00/sq km",6,39.293 21.393 Degrees,39.300 21.386 Degrees,935
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(936),39.282 21.323 Degrees,32,18,28,19,50,Population Density: 78.10/sq km,6,39.278 21.326 Degrees,39.285 21.319 Degrees,936
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(937),39.274 21.389 Degrees,1934,1268,30,25,"3,202","Population Density: 5,003.10/sq km",6,39.271 21.393 Degrees,39.278 21.386 Degrees,937
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(938),39.296 21.363 Degrees,46,27,28,28,73,Population Density: 114.10/sq km,6,39.293 21.366 Degrees,39.300 21.360 Degrees,938
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(939),39.353 21.436 Degrees,592,482,26,26,"1,074","Population Density: 1,678.10/sq km",6,39.350 21.440 Degrees,39.357 21.433 Degrees,939
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(940),39.318 21.423 Degrees,206,19,35,26,225,Population Density: 351.60/sq km,6,39.314 21.426 Degrees,39.321 21.419 Degrees,940
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(941),39.289 21.450 Degrees,1948,1331,32,25,"3,279","Population Density: 5,123.40/sq km",6,39.285 21.453 Degrees,39.293 21.446 Degrees,941
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(942),39.368 21.423 Degrees,Protected,Protected,Protected,Protected,19,Population Density: 29.70/sq km,6,39.364 21.426 Degrees,39.371 21.419 Degrees,942
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(943),39.303 21.430 Degrees,976,742,30,28,"1,718","Population Density: 2,684.40/sq km",6,39.300 21.433 Degrees,39.307 21.426 Degrees,943
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(944),39.318 21.450 Degrees,2087,988,33,26,"3,075","Population Density: 4,804.70/sq km",6,39.314 21.453 Degrees,39.321 21.446 Degrees,944
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(945),39.310 21.376 Degrees,370,261,24,24,631,Population Density: 985.90/sq km,6,39.307 21.379 Degrees,39.314 21.372 Degrees,945
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(946),39.282 21.302 Degrees,246,159,32,23,405,Population Density: 632.80/sq km,6,39.278 21.306 Degrees,39.285 21.299 Degrees,946
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(947),39.332 21.450 Degrees,349,289,27,26,638,Population Density: 996.90/sq km,6,39.329 21.453 Degrees,39.336 21.446 Degrees,947
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(948),39.346 21.369 Degrees,25,16,27,22,41,Population Density: 64.10/sq km,6,39.343 21.372 Degrees,39.350 21.366 Degrees,948
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(949),39.303 21.389 Degrees,539,321,29,29,860,"Population Density: 1,343.80/sq km",6,39.300 21.393 Degrees,39.307 21.386 Degrees,949
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(950),39.346 21.450 Degrees,127,74,32,27,201,Population Density: 314.10/sq km,6,39.343 21.453 Degrees,39.350 21.446 Degrees,950
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(951),39.282 21.443 Degrees,3662,2562,30,25,"6,224","Population Density: 9,725.00/sq km",6,39.278 21.446 Degrees,39.285 21.440 Degrees,951
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(952),39.303 21.423 Degrees,824,695,31,31,"1,519","Population Density: 2,373.40/sq km",6,39.300 21.426 Degrees,39.307 21.419 Degrees,952
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(953),39.353 21.430 Degrees,834,774,29,25,"1,608","Population Density: 2,512.50/sq km",6,39.350 21.433 Degrees,39.357 21.426 Degrees,953
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(954),39.296 21.423 Degrees,1092,722,31,28,"1,814","Population Density: 2,834.40/sq km",6,39.293 21.426 Degrees,39.300 21.419 Degrees,954
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(955),39.282 21.436 Degrees,1584,1251,29,28,"2,835","Population Density: 4,429.70/sq km",6,39.278 21.440 Degrees,39.285 21.433 Degrees,955
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(956),39.274 21.450 Degrees,416,154,37,25,570,Population Density: 890.60/sq km,6,39.271 21.453 Degrees,39.278 21.446 Degrees,956
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(957),39.339 21.383 Degrees,46,21,32,24,67,Population Density: 104.70/sq km,6,39.336 21.386 Degrees,39.343 21.379 Degrees,957
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(958),39.318 21.403 Degrees,274,132,33,27,406,Population Density: 634.40/sq km,6,39.314 21.406 Degrees,39.321 21.399 Degrees,958
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(959),39.353 21.443 Degrees,44,44,24,18,88,Population Density: 137.50/sq km,6,39.350 21.446 Degrees,39.357 21.440 Degrees,959
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(960),39.282 21.389 Degrees,3482,3042,26,24,"6,524","Population Density: 10,193.80/sq km",6,39.278 21.393 Degrees,39.285 21.386 Degrees,960
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(961),39.346 21.423 Degrees,1297,1203,25,22,"2,500","Population Density: 3,906.30/sq km",6,39.343 21.426 Degrees,39.350 21.419 Degrees,961
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(962),39.310 21.450 Degrees,3536,2499,30,24,"6,035","Population Density: 9,429.70/sq km",6,39.307 21.453 Degrees,39.314 21.446 Degrees,962
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(963),39.339 21.443 Degrees,531,294,31,26,825,"Population Density: 1,289.10/sq km",6,39.336 21.446 Degrees,39.343 21.440 Degrees,963
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(964),39.303 21.363 Degrees,44,32,23,28,76,Population Density: 118.80/sq km,6,39.300 21.366 Degrees,39.307 21.360 Degrees,964
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(965),39.289 21.403 Degrees,61,22,33,29,83,Population Density: 129.70/sq km,6,39.285 21.406 Degrees,39.293 21.399 Degrees,965
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(966),39.310 21.436 Degrees,1017,815,28,25,"1,832","Population Density: 2,862.50/sq km",6,39.307 21.440 Degrees,39.314 21.433 Degrees,966
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(967),39.296 21.450 Degrees,973,671,32,27,"1,644","Population Density: 2,568.80/sq km",6,39.293 21.453 Degrees,39.300 21.446 Degrees,967
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(968),39.310 21.403 Degrees,1260,753,30,26,"2,013","Population Density: 3,145.30/sq km",6,39.307 21.406 Degrees,39.314 21.399 Degrees,968
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(969),39.289 21.423 Degrees,2609,2133,28,26,"4,742","Population Density: 7,409.40/sq km",6,39.285 21.426 Degrees,39.293 21.419 Degrees,969
